Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SX2973150A", 0.208, 1,    119.036,  -32.6,   0.99123, 2,    119.043,  147.4,   0.99129, 0, 0, 0, 0
"SX3066804A", 0.208, 1,    119.321,  -32.5,   0.99361, 2,    119.328,  147.5,   0.99367, 0, 0, 0, 0
"SX2879067A", 0.208, 1,    120.545,  -33.4,    1.0038, 2,    120.552,  146.6,    1.0039, 0, 0, 0, 0
"SX2710530B", 0.208, 1,    122.301, -155.0,    1.0184, 2,    122.309,   25.0,    1.0185, 0, 0, 0, 0
"SX2748781A", 0.208, 1,    117.253,  -30.7,   0.97638, 2,    117.259,  149.3,   0.97644, 0, 0, 0, 0
"SX3197654A", 0.208, 1,    119.278,  -32.6,   0.99324, 2,    119.284,  147.4,    0.9933, 0, 0, 0, 0
"SX2954361B", 0.208, 1,    120.251, -155.1,    1.0014, 2,    120.258,   24.9,    1.0014, 0, 0, 0, 0
"SX2935547B", 0.208, 1,    120.081, -155.2,   0.99993, 2,    120.088,   24.8,   0.99999, 0, 0, 0, 0
"SX3215385A", 0.208, 1,    118.427,  -33.1,   0.98616, 2,    118.434,  146.9,   0.98622, 0, 0, 0, 0
"SX3215385B", 0.208, 1,    123.442, -152.4,    1.0279, 2,    123.449,   27.6,     1.028, 0, 0, 0, 0
"SX3215385C", 0.208, 1,    123.607,   89.4,    1.0293, 2,    123.614,  -90.6,    1.0294, 0, 0, 0, 0
"SX2841622A", 0.208, 1,    120.951,  -33.3,    1.0072, 2,    120.958,  146.7,    1.0072, 0, 0, 0, 0
"SX2879062C", 0.208, 1,    120.488,   89.1,    1.0033, 2,    120.495,  -90.9,    1.0034, 0, 0, 0, 0
"SX2917255C", 0.208, 1,    126.505,   91.4,    1.0534, 2,    126.512,  -88.6,    1.0535, 0, 0, 0, 0
"SX3160862C", 0.208, 1,    126.011,   90.9,    1.0493, 2,    126.018,  -89.1,    1.0494, 0, 0, 0, 0
"SX3067447A", 0.208, 1,    117.228,  -30.9,   0.97618, 2,    117.235,  149.1,   0.97624, 0, 0, 0, 0
"SX3179637C", 0.208, 1,    123.339,   89.6,    1.0271, 2,    123.346,  -90.4,    1.0271, 0, 0, 0, 0
"SX2822867B", 0.208, 1,    119.963, -156.6,   0.99895, 2,     119.97,   23.4,   0.99901, 0, 0, 0, 0
"SX2766741A", 0.208, 1,    120.681,  -33.3,    1.0049, 2,    120.688,  146.7,     1.005, 0, 0, 0, 0
"SX2897807B", 0.208, 1,    121.648, -156.3,     1.013, 2,    121.655,   23.7,     1.013, 0, 0, 0, 0
"SX2823611A", 0.208, 1,     123.81,  -31.3,     1.031, 2,    123.817,  148.7,     1.031, 0, 0, 0, 0
"SX3141398A", 0.208, 1,     119.75,  -33.7,   0.99717, 2,    119.757,  146.3,   0.99723, 0, 0, 0, 0
"SX3235251C", 0.208, 1,    123.174,   88.9,    1.0257, 2,    123.181,  -91.1,    1.0258, 0, 0, 0, 0
"SX2935551C", 0.208, 1,    121.321,   89.4,    1.0103, 2,    121.328,  -90.6,    1.0103, 0, 0, 0, 0
"SX3235252B", 0.208, 1,    120.442, -156.5,    1.0029, 2,    120.449,   23.5,     1.003, 0, 0, 0, 0
"SX2917328B", 0.208, 1,    124.745, -151.7,    1.0388, 2,    124.752,   28.3,    1.0388, 0, 0, 0, 0
"SX2989565A", 0.208, 1,    121.094,  -32.4,    1.0084, 2,    121.101,  147.6,    1.0084, 0, 0, 0, 0
"SX2692655C", 0.208, 1,    125.688,   90.2,    1.0466, 2,    125.695,  -89.8,    1.0467, 0, 0, 0, 0
"SX2861219B", 0.208, 1,    124.635, -151.7,    1.0379, 2,    124.643,   28.3,    1.0379, 0, 0, 0, 0
"SX2674051A", 0.208, 1,    120.646,  -32.5,    1.0046, 2,    120.653,  147.5,    1.0047, 0, 0, 0, 0
"SX2804249C", 0.208, 1,    124.124,   89.4,    1.0336, 2,    124.131,  -90.6,    1.0337, 0, 0, 0, 0
"SX3030205C", 0.208, 1,     125.82,   90.2,    1.0477, 2,    125.828,  -89.8,    1.0478, 0, 0, 0, 0
"SX3085395A", 0.208, 1,    122.121,  -34.1,    1.0169, 2,    122.128,  145.9,     1.017, 0, 0, 0, 0
"SX2767409B", 0.208, 1,    124.887, -151.6,      1.04, 2,    124.894,   28.4,      1.04, 0, 0, 0, 0
"SX3217064B", 0.208, 1,    124.727, -151.7,    1.0386, 2,    124.734,   28.3,    1.0387, 0, 0, 0, 0
"SX2729405B", 0.208, 1,    123.758, -152.9,    1.0306, 2,    123.765,   27.1,    1.0306, 0, 0, 0, 0
"SX3179699B", 0.208, 1,    124.117, -152.8,    1.0335, 2,    124.124,   27.2,    1.0336, 0, 0, 0, 0
"SX2898526C", 0.208, 1,    103.474,   84.5,   0.86165, 2,    103.479,  -95.5,   0.86169, 0, 0, 0, 0
"SX2674052C", 0.208, 1,    122.642,   89.4,    1.0213, 2,    122.649,  -90.6,    1.0213, 0, 0, 0, 0
"SX2851933A", 0.208, 1,    120.032,  -33.6,   0.99953, 2,    120.039,  146.4,   0.99959, 0, 0, 0, 0
"SX2851933B", 0.208, 1,    122.356, -156.0,    1.0189, 2,    122.364,   24.0,    1.0189, 0, 0, 0, 0
"SX2851933C", 0.208, 1,    123.163,   92.4,    1.0256, 2,     123.17,  -87.6,    1.0257, 0, 0, 0, 0
"SX2860492C", 0.208, 1,    123.226,   88.3,    1.0261, 2,    123.233,  -91.7,    1.0262, 0, 0, 0, 0
"SX3197645A", 0.208, 1,    120.488,  -34.4,    1.0033, 2,    120.495,  145.6,    1.0034, 0, 0, 0, 0
"SX3048211A", 0.208, 1,    119.893,  -34.5,   0.99837, 2,      119.9,  145.5,   0.99843, 0, 0, 0, 0
"SX2804253A", 0.208, 1,    101.566,  -39.1,   0.84576, 2,    101.571,  140.9,    0.8458, 0, 0, 0, 0
"SX3178981B", 0.208, 1,    121.976, -154.1,    1.0157, 2,    121.983,   25.9,    1.0158, 0, 0, 0, 0
"SX2785525C", 0.208, 1,    123.162,   88.9,    1.0256, 2,     123.17,  -91.1,    1.0257, 0, 0, 0, 0
"SX2860483B", 0.208, 1,    121.137, -156.2,    1.0087, 2,    121.144,   23.8,    1.0088, 0, 0, 0, 0
"SX3141397B", 0.208, 1,     121.23, -156.2,    1.0095, 2,    121.237,   23.8,    1.0096, 0, 0, 0, 0
"SX3253995C", 0.208, 1,    123.762,   92.2,    1.0306, 2,    123.769,  -87.8,    1.0306, 0, 0, 0, 0
"SX2710536A", 0.208, 1,    120.104,  -33.9,    1.0001, 2,    120.111,  146.1,    1.0002, 0, 0, 0, 0
"SX3197638A", 0.208, 1,    119.921,  -34.0,    0.9986, 2,    119.928,  146.0,   0.99866, 0, 0, 0, 0
"SX2935557A", 0.208, 1,    120.175,  -33.9,    1.0007, 2,    120.182,  146.1,    1.0008, 0, 0, 0, 0
"SX2673311A", 0.208, 1,    119.171,  -34.1,   0.99236, 2,    119.178,  145.9,   0.99242, 0, 0, 0, 0
"SX2729413A", 0.208, 1,    121.152,  -33.8,    1.0089, 2,    121.159,  146.2,    1.0089, 0, 0, 0, 0
"SX3122848C", 0.208, 1,    121.453,   91.7,    1.0114, 2,    121.461,  -88.3,    1.0114, 0, 0, 0, 0
"SX2973169A", 0.208, 1,    118.995,  -34.1,   0.99089, 2,    119.002,  145.9,   0.99095, 0, 0, 0, 0
"SX2822868A", 0.208, 1,    119.944,  -33.7,   0.99879, 2,    119.951,  146.3,   0.99885, 0, 0, 0, 0
"SX2860493A", 0.208, 1,    120.375,  -33.5,    1.0024, 2,    120.382,  146.5,    1.0024, 0, 0, 0, 0
"SX3178976A", 0.208, 1,    118.664,  -34.2,   0.98814, 2,    118.671,  145.8,    0.9882, 0, 0, 0, 0
"SX2673317A", 0.208, 1,    118.749,  -34.0,   0.98884, 2,    118.756,  146.0,    0.9889, 0, 0, 0, 0
"SX2729428A", 0.208, 1,    120.195,  -33.6,    1.0009, 2,    120.202,  146.4,    1.0009, 0, 0, 0, 0
"SX2973159A", 0.208, 1,    119.953,  -33.7,   0.99887, 2,     119.96,  146.3,   0.99893, 0, 0, 0, 0
"SX3254216A", 0.208, 1,    120.449,  -33.5,     1.003, 2,    120.456,  146.5,    1.0031, 0, 0, 0, 0
"SX2973180B", 0.208, 1,    119.979, -156.5,   0.99909, 2,    119.986,   23.5,   0.99915, 0, 0, 0, 0
"SX3066816A", 0.208, 1,     119.82,  -33.7,   0.99776, 2,    119.827,  146.3,   0.99782, 0, 0, 0, 0
"SX3216351A", 0.208, 1,    120.593,  -33.5,    1.0042, 2,      120.6,  146.5,    1.0043, 0, 0, 0, 0
"SX2841635A", 0.208, 1,    122.045,  -33.3,    1.0163, 2,    122.052,  146.7,    1.0163, 0, 0, 0, 0
"SX3254217C", 0.208, 1,    122.661,   92.1,    1.0214, 2,    122.668,  -87.9,    1.0215, 0, 0, 0, 0
"SX2822870C", 0.208, 1,    123.014,   92.2,    1.0244, 2,    123.021,  -87.8,    1.0244, 0, 0, 0, 0
"SX2766725C", 0.208, 1,     121.53,   91.8,     1.012, 2,    121.537,  -88.2,    1.0121, 0, 0, 0, 0
"SX2879078A", 0.208, 1,    119.678,  -33.8,   0.99658, 2,    119.685,  146.2,   0.99663, 0, 0, 0, 0
"SX3048221A", 0.208, 1,    120.721,  -33.5,    1.0053, 2,    120.728,  146.5,    1.0053, 0, 0, 0, 0
"SX2879092C", 0.208, 1,    122.882,   92.3,    1.0233, 2,    122.889,  -87.7,    1.0233, 0, 0, 0, 0
"SX2691954B", 0.208, 1,    121.391, -154.2,    1.0108, 2,    121.398,   25.8,    1.0109, 0, 0, 0, 0
"SX3104135A", 0.208, 1,    117.816,  -34.7,   0.98108, 2,    117.823,  145.3,   0.98113, 0, 0, 0, 0
"SX2991943C", 0.208, 1,    123.644,   88.6,    1.0296, 2,    123.651,  -91.4,    1.0297, 0, 0, 0, 0
"SX3233353A", 0.208, 1,    119.521,  -34.1,   0.99528, 2,    119.529,  145.9,   0.99533, 0, 0, 0, 0
"SX3141403A", 0.208, 1,    120.375,  -33.9,    1.0024, 2,    120.382,  146.1,    1.0024, 0, 0, 0, 0
"SX2785546A", 0.208, 1,    120.411,  -33.9,    1.0027, 2,    120.418,  146.1,    1.0027, 0, 0, 0, 0
"SX2879087A", 0.208, 1,     120.49,  -33.9,    1.0033, 2,    120.497,  146.1,    1.0034, 0, 0, 0, 0
"SX2785531A", 0.208, 1,    119.159,  -34.2,   0.99226, 2,    119.166,  145.7,   0.99231, 0, 0, 0, 0
"SX3216358A", 0.208, 1,     119.16,  -34.1,   0.99227, 2,    119.167,  145.9,   0.99232, 0, 0, 0, 0
"SX2748139B", 0.208, 1,    121.802, -156.6,    1.0143, 2,    121.809,   23.4,    1.0143, 0, 0, 0, 0
"SX2935559A", 0.208, 1,    118.205,  -34.5,   0.98431, 2,    118.212,  145.5,   0.98437, 0, 0, 0, 0
"SX3048231B", 0.208, 1,    121.055, -154.1,     1.008, 2,    121.062,   25.9,    1.0081, 0, 0, 0, 0
"SX2691959B", 0.208, 1,    118.848, -155.0,   0.98967, 2,    118.855,   25.0,   0.98972, 0, 0, 0, 0
"SX2731712B", 0.208, 1,    120.768, -156.7,    1.0057, 2,    120.775,   23.3,    1.0057, 0, 0, 0, 0
"SX3010580B", 0.208, 1,    120.976, -156.7,    1.0074, 2,    120.983,   23.3,    1.0074, 0, 0, 0, 0
"SX3216361B", 0.208, 1,    121.282, -156.7,    1.0099, 2,    121.289,   23.3,      1.01, 0, 0, 0, 0
"SX2879089C", 0.208, 1,    121.606,   92.2,    1.0126, 2,    121.613,  -87.8,    1.0127, 0, 0, 0, 0
"SX3232301C", 0.208, 1,    122.526,   91.8,    1.0203, 2,    122.533,  -88.2,    1.0204, 0, 0, 0, 0
"SX2763811C", 0.208, 1,    122.319,   91.8,    1.0186, 2,    122.326,  -88.2,    1.0186, 0, 0, 0, 0
"SX2970258C", 0.208, 1,    122.651,   91.8,    1.0213, 2,    122.658,  -88.3,    1.0214, 0, 0, 0, 0
"SX2763812C", 0.208, 1,    122.492,   91.8,      1.02, 2,    122.499,  -88.2,    1.0201, 0, 0, 0, 0
"SX3101194C", 0.208, 1,    122.444,   91.8,    1.0196, 2,    122.451,  -88.2,    1.0197, 0, 0, 0, 0
"SX2916625B", 0.208, 1,    121.316, -154.1,    1.0102, 2,    121.324,   25.9,    1.0103, 0, 0, 0, 0
"SX2955047A", 0.208, 1,    102.139,  -33.9,   0.85053, 2,    102.144,  146.1,   0.85057, 0, 0, 0, 0
"SX3066830B", 0.208, 1,    121.284, -156.2,    1.0099, 2,    121.291,   23.8,      1.01, 0, 0, 0, 0
"SX2673343B", 0.208, 1,    120.555, -156.3,    1.0039, 2,    120.562,   23.7,    1.0039, 0, 0, 0, 0
"SX2766748A", 0.208, 1,     118.89,  -34.3,   0.99001, 2,    118.897,  145.7,   0.99007, 0, 0, 0, 0
"SX2897801A", 0.208, 1,    120.973,  -33.2,    1.0074, 2,     120.98,  146.8,    1.0074, 0, 0, 0, 0
"SX2897805A", 0.208, 1,    120.911,  -33.4,    1.0068, 2,    120.918,  146.6,    1.0069, 0, 0, 0, 0
"SX3086098A", 0.208, 1,    122.652,  -31.4,    1.0213, 2,     122.66,  148.6,    1.0214, 0, 0, 0, 0
"SX3104155C", 0.208, 1,    120.765,   89.3,    1.0056, 2,    120.772,  -90.7,    1.0057, 0, 0, 0, 0
"SX2710543C", 0.208, 1,    121.881,   91.7,    1.0149, 2,    121.888,  -88.3,     1.015, 0, 0, 0, 0
"SX2861197C", 0.208, 1,    126.688,   91.5,    1.0549, 2,    126.695,  -88.5,     1.055, 0, 0, 0, 0
"SX2992657A", 0.208, 1,    121.113,  -32.0,    1.0085, 2,     121.12,  148.0,    1.0086, 0, 0, 0, 0
"SX3254237A", 0.208, 1,    118.348,  -30.9,    0.9855, 2,    118.355,  149.1,   0.98556, 0, 0, 0, 0
"SX2710544A", 0.208, 1,    120.461,  -33.5,    1.0031, 2,    120.468,  146.5,    1.0032, 0, 0, 0, 0
"SX2917359A", 0.208, 1,    120.071,  -32.3,   0.99985, 2,    120.078,  147.7,   0.99991, 0, 0, 0, 0
"SX3122847A", 0.208, 1,    120.644,  -33.9,    1.0046, 2,    120.651,  146.1,    1.0047, 0, 0, 0, 0
"SX3029520B", 0.208, 1,     119.57, -156.7,   0.99568, 2,    119.577,   23.3,   0.99574, 0, 0, 0, 0
"SX3150961C", 0.208, 1,    127.219,   91.8,    1.0594, 2,    127.226,  -88.2,    1.0594, 0, 0, 0, 0
"SX2684420B", 0.208, 1,    120.678, -156.2,    1.0049, 2,    120.685,   23.8,     1.005, 0, 0, 0, 0
"SX2685809A", 0.208, 1,     123.02,  -33.4,    1.0244, 2,    123.028,  146.6,    1.0245, 0, 0, 0, 0
"SX3097861C", 0.208, 1,    97.8454,   85.0,   0.81477, 2,    97.8498,  -95.0,   0.81481, 0, 0, 0, 0
"SX2798067B", 0.208, 1,    122.357, -152.3,    1.0189, 2,    122.365,   27.7,    1.0189, 0, 0, 0, 0
"SX2929261A", 0.208, 1,    120.627,  -33.7,    1.0045, 2,    120.634,  146.3,    1.0045, 0, 0, 0, 0
"SX2891575C", 0.208, 1,    122.962,   89.6,    1.0239, 2,    122.969,  -90.4,     1.024, 0, 0, 0, 0
"SX2685805A", 0.208, 1,    119.784,  -33.9,   0.99746, 2,    119.791,  146.1,   0.99752, 0, 0, 0, 0
"SX3225319B", 0.208, 1,    120.565, -154.3,     1.004, 2,    120.572,   25.7,     1.004, 0, 0, 0, 0
"SX2925506C", 0.208, 1,    122.868,   91.9,    1.0231, 2,    122.875,  -88.1,    1.0232, 0, 0, 0, 0
"SX2983432A", 0.208, 1,     121.97,  -33.4,    1.0157, 2,    121.977,  146.6,    1.0157, 0, 0, 0, 0
"SX2948732B", 0.208, 1,     121.64, -156.6,    1.0129, 2,    121.647,   23.4,     1.013, 0, 0, 0, 0
"SX2911069B", 0.208, 1,     120.95, -156.8,    1.0072, 2,    120.957,   23.2,    1.0072, 0, 0, 0, 0
"SX2724120C", 0.208, 1,    122.783,   88.9,    1.0224, 2,     122.79,  -91.1,    1.0225, 0, 0, 0, 0
"SX2858175A", 0.208, 1,    116.737,  -34.1,   0.97209, 2,    116.744,  145.9,   0.97215, 0, 0, 0, 0
"SX3251807A", 0.208, 1,    116.435,  -34.1,   0.96958, 2,    116.442,  145.9,   0.96963, 0, 0, 0, 0
"SX3231269B", 0.208, 1,    120.019, -157.0,   0.99942, 2,    120.026,   23.0,   0.99948, 0, 0, 0, 0
"SX3081380A", 0.208, 1,    121.447,  -31.7,    1.0113, 2,    121.454,  148.3,    1.0114, 0, 0, 0, 0
"SX3139103A", 0.208, 1,    116.274,  -34.2,   0.96823, 2,    116.281,  145.8,   0.96829, 0, 0, 0, 0
"SX2876814A", 0.208, 1,    118.431,  -34.4,    0.9862, 2,    118.438,  145.6,   0.98626, 0, 0, 0, 0
"SX3120503A", 0.208, 1,    116.012,  -34.3,   0.96605, 2,    116.019,  145.7,   0.96611, 0, 0, 0, 0
"SX3120504A", 0.208, 1,     116.52,  -34.1,   0.97028, 2,    116.527,  145.9,   0.97034, 0, 0, 0, 0
"SX2875754C", 0.208, 1,    124.309,   89.7,    1.0351, 2,    124.316,  -90.3,    1.0352, 0, 0, 0, 0
"SX3195327A", 0.208, 1,    114.874,  -34.6,   0.95658, 2,    114.881,  145.4,   0.95663, 0, 0, 0, 0
"SX2763407C", 0.208, 1,    124.623,   89.8,    1.0378, 2,     124.63,  -90.2,    1.0378, 0, 0, 0, 0
"SX2688692B", 0.208, 1,    121.944, -152.7,    1.0154, 2,    121.951,   27.3,    1.0155, 0, 0, 0, 0
"SX2688693C", 0.208, 1,     124.21,   89.5,    1.0343, 2,    124.217,  -90.5,    1.0344, 0, 0, 0, 0
"SX2913406B", 0.208, 1,    120.273, -156.5,    1.0015, 2,     120.28,   23.5,    1.0016, 0, 0, 0, 0
"SX2989571A", 0.208, 1,    114.879,  -34.6,   0.95662, 2,    114.886,  145.4,   0.95668, 0, 0, 0, 0
"SX2764411C", 0.208, 1,    122.054,   89.3,    1.0164, 2,    122.061,  -90.7,    1.0164, 0, 0, 0, 0
"SX3119793B", 0.208, 1,    119.879, -154.5,   0.99825, 2,    119.886,   25.5,   0.99831, 0, 0, 0, 0
"SX3251808A", 0.208, 1,    96.4996,  -39.3,   0.80357, 2,    96.5041,  140.7,   0.80361, 0, 0, 0, 0
"SX3027133A", 0.208, 1,    120.507,  -33.9,    1.0035, 2,    120.514,  146.1,    1.0035, 0, 0, 0, 0
"SX2857591A", 0.208, 1,    119.691,  -34.1,   0.99669, 2,    119.698,  145.9,   0.99674, 0, 0, 0, 0
"SX2726983A", 0.208, 1,     116.72,  -34.1,   0.97194, 2,    116.726,  145.9,     0.972, 0, 0, 0, 0
"SX3157167A", 0.208, 1,    122.346,  -31.5,    1.0188, 2,    122.353,  148.5,    1.0189, 0, 0, 0, 0
"SX3082993A", 0.208, 1,     116.52,  -34.1,   0.97028, 2,    116.526,  145.9,   0.97034, 0, 0, 0, 0
"SX3120376A", 0.208, 1,    104.971,  -37.0,   0.87411, 2,    104.976,  143.0,   0.87415, 0, 0, 0, 0
"SX2989432B", 0.208, 1,    121.735, -156.1,    1.0137, 2,    121.742,   23.9,    1.0138, 0, 0, 0, 0
"SX3120484C", 0.208, 1,    123.295,   92.3,    1.0267, 2,    123.302,  -87.7,    1.0268, 0, 0, 0, 0
"SX2820528C", 0.208, 1,    123.631,   92.3,    1.0295, 2,    123.638,  -87.7,    1.0296, 0, 0, 0, 0
"SX2745799C", 0.208, 1,        123,   92.2,    1.0242, 2,    123.007,  -87.8,    1.0243, 0, 0, 0, 0
"SX3270814A", 0.208, 1,    119.632,  -34.0,    0.9962, 2,    119.639,  146.0,   0.99626, 0, 0, 0, 0
"SX2801895B", 0.208, 1,    120.868, -154.3,    1.0065, 2,    120.875,   25.7,    1.0065, 0, 0, 0, 0
"SX2801896B", 0.208, 1,     120.14, -157.0,    1.0004, 2,    120.147,   23.0,    1.0005, 0, 0, 0, 0
"SX3214055C", 0.208, 1,    124.189,   88.7,    1.0341, 2,    124.196,  -91.3,    1.0342, 0, 0, 0, 0
"SX3195310A", 0.208, 1,    117.579,  -34.7,    0.9791, 2,    117.586,  145.3,   0.97916, 0, 0, 0, 0
"SX3008232B", 0.208, 1,     121.65, -156.7,     1.013, 2,    121.657,   23.3,    1.0131, 0, 0, 0, 0
"SX2764399B", 0.208, 1,    121.631, -156.7,    1.0128, 2,    121.638,   23.3,    1.0129, 0, 0, 0, 0
"SX3027116A", 0.208, 1,    118.403,  -34.8,   0.98596, 2,     118.41,  145.2,   0.98602, 0, 0, 0, 0
"SX2689678B", 0.208, 1,    119.875, -154.6,   0.99822, 2,    119.883,   25.3,   0.99828, 0, 0, 0, 0
"SX2951995C", 0.208, 1,    122.595,   91.8,    1.0209, 2,    122.602,  -88.2,    1.0209, 0, 0, 0, 0
"SX3139086B", 0.208, 1,    119.997, -156.5,   0.99924, 2,    120.004,   23.5,    0.9993, 0, 0, 0, 0
"SX2933120C", 0.208, 1,    122.863,   92.1,    1.0231, 2,    122.871,  -88.0,    1.0232, 0, 0, 0, 0
"SX2726973A", 0.208, 1,    121.464,  -33.4,    1.0114, 2,    121.471,  146.6,    1.0115, 0, 0, 0, 0
"SX2820531B", 0.208, 1,    122.973, -155.9,     1.024, 2,     122.98,   24.1,    1.0241, 0, 0, 0, 0
"SX3157708C", 0.208, 1,     122.43,   92.0,    1.0195, 2,    122.437,  -88.0,    1.0196, 0, 0, 0, 0
"SX2858166A", 0.208, 1,    123.037,  -33.4,    1.0246, 2,    123.044,  146.6,    1.0246, 0, 0, 0, 0
"SX2764403A", 0.208, 1,    118.241,  -32.8,   0.98462, 2,    118.248,  147.2,   0.98467, 0, 0, 0, 0
"SX2895449C", 0.208, 1,    123.577,   92.2,     1.029, 2,    123.585,  -87.8,    1.0291, 0, 0, 0, 0
"SX3176656A", 0.208, 1,    105.488,  -36.5,   0.87841, 2,    105.493,  143.5,   0.87846, 0, 0, 0, 0
"SX2820533A", 0.208, 1,    119.588,  -32.5,   0.99583, 2,    119.595,  147.5,   0.99589, 0, 0, 0, 0
"SX2876796A", 0.208, 1,    120.434,  -33.5,    1.0029, 2,    120.441,  146.5,    1.0029, 0, 0, 0, 0
"SX2876797A", 0.208, 1,    120.703,  -33.4,    1.0051, 2,     120.71,  146.6,    1.0052, 0, 0, 0, 0
"SX3157710B", 0.208, 1,    121.086, -156.3,    1.0083, 2,    121.093,   23.7,    1.0084, 0, 0, 0, 0
"SX2726974B", 0.208, 1,    119.757, -155.2,   0.99724, 2,    119.764,   24.8,   0.99729, 0, 0, 0, 0
"SX2726975B", 0.208, 1,    121.057, -156.2,    1.0081, 2,    121.064,   23.8,    1.0081, 0, 0, 0, 0
"SX3195315A", 0.208, 1,    122.443,  -33.9,    1.0196, 2,     122.45,  146.1,    1.0197, 0, 0, 0, 0
"SX3143999A", 0.208, 1,    121.111,  -33.3,    1.0085, 2,    121.118,  146.7,    1.0086, 0, 0, 0, 0
"SX3125349C", 0.208, 1,     122.09,   91.6,    1.0167, 2,    122.097,  -88.4,    1.0167, 0, 0, 0, 0
"SX3181545C", 0.208, 1,      122.5,   91.7,    1.0201, 2,    122.507,  -88.3,    1.0201, 0, 0, 0, 0
"SX3082981C", 0.208, 1,    121.371,   89.3,    1.0107, 2,    121.378,  -90.7,    1.0107, 0, 0, 0, 0
"SX2876798B", 0.208, 1,    121.733, -156.2,    1.0137, 2,     121.74,   23.8,    1.0138, 0, 0, 0, 0
"SX3008237C", 0.208, 1,    125.911,   92.1,    1.0485, 2,    125.919,  -87.9,    1.0485, 0, 0, 0, 0
"SX2783231B", 0.208, 1,    122.306, -155.0,    1.0185, 2,    122.313,   25.0,    1.0185, 0, 0, 0, 0
"SX3176660B", 0.208, 1,    121.615, -155.1,    1.0127, 2,    121.622,   24.9,    1.0128, 0, 0, 0, 0
"SX3082983B", 0.208, 1,     105.38, -158.2,   0.87752, 2,    105.385,   21.8,   0.87756, 0, 0, 0, 0
"SX2801902B", 0.208, 1,    121.017, -155.1,    1.0077, 2,    121.024,   24.9,    1.0078, 0, 0, 0, 0
"SX3157718A", 0.208, 1,    122.138,  -31.5,    1.0171, 2,    122.145,  148.5,    1.0171, 0, 0, 0, 0
"SX2745806C", 0.208, 1,    122.606,   92.0,     1.021, 2,    122.613,  -88.0,     1.021, 0, 0, 0, 0
"SX3195318B", 0.208, 1,    123.167, -153.1,    1.0256, 2,    123.174,   26.9,    1.0257, 0, 0, 0, 0
"SX3214071C", 0.208, 1,    126.407,   91.3,    1.0526, 2,    126.414,  -88.7,    1.0527, 0, 0, 0, 0
"SX3214069C", 0.208, 1,     126.42,   91.4,    1.0527, 2,    126.427,  -88.6,    1.0528, 0, 0, 0, 0
"SX3232902A", 0.208, 1,    117.597,  -30.9,   0.97925, 2,    117.604,  149.1,    0.9793, 0, 0, 0, 0
"SX3027122A", 0.208, 1,    116.967,  -30.8,     0.974, 2,    116.974,  149.2,   0.97406, 0, 0, 0, 0
"SX3082988B", 0.208, 1,    125.115, -151.6,    1.0419, 2,    125.122,   28.4,    1.0419, 0, 0, 0, 0
"SX3027124C", 0.208, 1,    123.636,   89.7,    1.0295, 2,    123.643,  -90.3,    1.0296, 0, 0, 0, 0
"SX2801909C", 0.208, 1,     125.05,   89.6,    1.0413, 2,    125.058,  -90.4,    1.0414, 0, 0, 0, 0
"SX2914324A", 0.208, 1,    117.591,  -34.9,    0.9792, 2,    117.598,  145.1,   0.97926, 0, 0, 0, 0
"SX2820556A", 0.208, 1,    119.612,  -33.7,   0.99603, 2,    119.619,  146.3,   0.99609, 0, 0, 0, 0
"SX2933135A", 0.208, 1,    116.688,  -31.1,   0.97168, 2,    116.695,  148.9,   0.97174, 0, 0, 0, 0
"SX3139366A", 0.208, 1,     122.86,  -31.4,    1.0231, 2,    122.867,  148.6,    1.0231, 0, 0, 0, 0
"SX2708744B", 0.208, 1,    124.266, -151.6,    1.0348, 2,    124.273,   28.4,    1.0348, 0, 0, 0, 0
"SX2690187B", 0.208, 1,    123.899, -151.6,    1.0317, 2,    123.907,   28.4,    1.0318, 0, 0, 0, 0
"SX3233412A", 0.208, 1,    118.226,  -30.9,   0.98449, 2,    118.233,  149.1,   0.98454, 0, 0, 0, 0
"SX3027670B", 0.208, 1,     123.88, -151.6,    1.0316, 2,    123.888,   28.4,    1.0316, 0, 0, 0, 0
"SX2821087A", 0.208, 1,     118.58,  -30.8,   0.98743, 2,    118.587,  149.2,   0.98749, 0, 0, 0, 0
"SX2990098A", 0.208, 1,    118.702,  -30.9,   0.98845, 2,    118.709,  149.1,   0.98851, 0, 0, 0, 0
"SX3252336B", 0.208, 1,    124.143, -151.7,    1.0338, 2,     124.15,   28.3,    1.0338, 0, 0, 0, 0
"SX2802480B", 0.208, 1,    124.475, -151.6,    1.0365, 2,    124.482,   28.4,    1.0366, 0, 0, 0, 0
"SX3233413B", 0.208, 1,    124.141, -151.6,    1.0337, 2,    124.148,   28.3,    1.0338, 0, 0, 0, 0
"SX3027671A", 0.208, 1,    118.851,  -30.8,   0.98969, 2,    118.858,  149.2,   0.98975, 0, 0, 0, 0
"SX3102286B", 0.208, 1,    123.906, -151.6,    1.0318, 2,    123.914,   28.4,    1.0318, 0, 0, 0, 0
"SX2802481A", 0.208, 1,    118.223,  -30.9,   0.98446, 2,     118.23,  149.1,   0.98452, 0, 0, 0, 0
"SX3214549A", 0.208, 1,    118.198,  -30.9,   0.98426, 2,    118.205,  149.1,   0.98432, 0, 0, 0, 0
